Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Maylands (WA)","Fogerthorpe Cres & Peninsula Rd, Maylands","Tight curves or blind crests",0,"When crossing Peninsular Road from Richard St. to Fogersthorpe Crescent you have blind corner & brow of hill to your left. Frequently you get halfway across the  Peninsula road when a car comes over the brow of the hill and you have to stop, blocking the single  lane to the rear of your vehicle. ",115.9020709991,-31.9377050401
"Perth (WA)","5, Perth","Narrow road, lanes or bridges",1,"Traffic goes from 2 lanes to 1 lane back to 2 lanes within 20metres. Very poor traffic flow/dangerous merging.",115.8476489782,-31.9562449831
"Tuart Hill","Royal St & Wanneroo Rd, Tuart Hill","Other",1,"When lights change to allow traffic to cross Wanneroo Rd during peakhour  they don't stay on long enough to allow the majorty of traffic to clear from Royal St resulting  in a backlog.",115.8405250311,-31.8966015888
"Crowea","1, Crowea","Narrow road, lanes or bridges",0,"",116.255671978,-34.4805593841
"Hovea","94","Other",0,"greenmount hill has only 2 lanes. it is the main road to the east but is co0mnstantly clogged with heavy lorries and many wide loads which are impossible to overtake and cause major hold ups and cause much anger and frustration",116.0973358154,-31.901461013
"Helena Valley","Bushmead Rd & Military Rd, Hazelmere","Little chance to turn/cross traffic",0,"Right turn from Military Rd very difficult due to traffic flow from both direction. Unable to see traffic from left. Very dangerous.",116.0148632526,-31.9107146145
"Ludlow","10, Ludlow","Other",0,"The road from Capel to Busselton should be continuous all the way. Traffic on this road has increased over the last few years.",115.485534668,-33.6146192923
"Alkimos","Graceful Blvd & Turnstone St, Alkimos","Confusing layout",0,"around school drop off and pickup times the road is extremely congested. the intersection is overloaded with vehicles all trying to turn in different directions at once.",115.6872716546,-31.6194194587
"Yallingup","Caves Rd & Wildwood Rd, Yallingup","Speed limit too high",3,"This intersection is high use, due a school being located on the corner. When entering Caves Rd from Wildwood Rd to head north, there is a corner (looking south) on Caves Rd that is very close to the intersection, that provides very little time for cars entering the intersection to come up to speed before north bound vehicles on Caves Rd, doing 80km/hr, reach the intersection. The speed limit needs to be decreased to 60km/hr on Caves Rd for a distance either side of the intersection.  ",115.0309324265,-33.6729256663
"Oakford","Thomas Rd, Oakford","Tight curves or blind crests",1,"",115.8968782425,-32.2207162078
"Albany","2-16 Elizabeth St, Mount Melville","Narrow road, lanes or bridges",0,"Elizabeth is a very narrow and short back lane in central Albany that is being used as a ""rat run"". This is very risky due to the narrow footpath and how close the fronts of the houses are to the road. People (including retired pensioners and newborn babies) live on this street and it was never designed for the amount of traffic it is now carrying.",117.8806400299,-35.0203319402
"Currambine","Chesapeake Way, Currambine","Confusing layout",2,"There is confusion from every vehicle at this intersection. Cars with right of way travelling on the main thoroughfare signal right with no need to do so. Cars that are supposed to give way do not. And cars that are supposed to stop do so once before pulling out into two-way traffic. There is no need for the stop sign AND give way sign, just a single give way sign is sufficient if the main two-way thoroughfare is identified. The confusion is justified - the worst junction I have ever seen. ",115.7385957241,-31.7403761807
"Ora Banda","Grants Patch Rd, Ora Banda","Poor road surface quality",1,"The road is not maintained.  It appears that whilst mining traffic use the road and maintain the road that the Shire does not do any road maintenance.  It is poorly constructed unsealed road that regularly develops ruts and washouts after rain and then is not maintained for months at a time.",121.1543941498,-30.4363900312
"Lamington (WA)","Hare St & St Albans Rd, Mullingar","Other",0,"The alignment of St Albans Rd and Hare St is poor (less than 90 degrees). Railway crossing and signage restrict vision, and the intersection is a high traffic area. The area has seen a number of serious and minor car accidents.",121.4683145285,-30.7335731576
"Girrawheen","81 & Girrawheen Ave, Girrawheen","Little chance to turn/cross traffic",0,"   I've lived here for 43 years and the problem just continues to get worse. This junction needs traffic lights. It's the feeder road for the High School, also a local primary school, library and shopping centre, When pulling out from Girrawheen Ave., vision is hampered by the curve of the road. The number of vehicles using this junction during school drop off pick up times turns the experience into Russian Roulette... I'm amazed there aren't more accidents there.",115.8402729034,-31.8349097123
"Katanning","Adam St & Clive St, Katanning","Area requires lights/roundabout",2,"Vehicles not stopping at intersection safely, ignoring stop sign, entering traffic in an unsafe manner",117.5632756948,-33.68422644
"South Lake Grace","Hilton Rd, South Lake Grace","Poor road surface quality",1,"The road surface on the Lake Grace/Newdegate road is severely damaged due to increased heavy trucks. Surface very uneven & in places lumps that can hit the underneath of low cars such as my XR6. Approx 1km long & 10kms from Lake Grace. Very dangerous for tourists & inexperienced drivers.",118.5809326172,-33.1283511916
"Clarkson","Mitchell Fwy, Clarkson","Tight curves or blind crests",4,"due to the curved design of the bridge and barriers it is difficult to see traffic coming from the right when exiting the freeway",115.7303828001,-31.6705859963
"Clarkson","Neerabup Rd, Clarkson","Tight curves or blind crests",2,"due to the curved design of the bridge and barriers it is difficult to see traffic coming from the right when exiting the freeway",115.7376408577,-31.6931188314
"Baldivis","Karnup Rd & Serpentine Rd, Baldivis","Confusing layout",0,"Junction is intersection of 100kph road.Due to poor road markings , when joining from Serpentine Road it looks like the road is a bend rather than a junction",115.8497571945,-32.3698967692
"Hamilton Hill","Davilak Ave & Quarry Rd, Hamilton Hill","Confusing layout",0,"When you are travelling East from Quarry road, you stop at the intersection of Davilak Ave. Once there, you are unable to see oncoming traffic to the left, due to the bend on Davilak Ave just before the intersection.",115.7694652677,-32.0843562539
"Wattle Grove (WA)","Welshpool Rd E, Wattle Grove","Little chance to turn/cross traffic",0,"I travel along Welshpool Rd east bound during peak hour in the morning. I turn   road right onto Tonkin Hwy. The turn arrow timing is too short, does not allow the traffic in the right turn lane enough time to turn right down towards Armadale. The turn lane is also too short in length and the traffic is banked up in the right hand lane of the Welshpool Rd dual carriageway.On a good day I need to wait for three sets of lights to turn right or 10 minutes.  On a bad day 20 minutes just to turn.",115.996811986,-32.0081441925
"Byford","25 Abernethy Rd, Byford","Lacks median strip/traffic separation",0,"Daily accidents. Too many differemt entrances to carparks and businesses",116.0059632202,-32.2219479374
"Claremont (WA)","Avion Way & St Quentin Ave, Claremont","Confusing layout",0,"Straight through traffic has to give way to oncoming traffic making a right hand turn in front of them - totally confusing and many near misses!",115.778979063,-31.983062785
"Claremont (WA)","Loch St & Melville St, Claremont","Poor or no road lighting",0,"Extremely difficult to see intersection at night - lighting very poor",115.7912743092,-31.9779847054
"Oakford","Hopkinson Rd, Byford","Little chance to turn/cross traffic",19,"Plenty of car crashes",115.9727418423,-32.207163834
"Banjup","Armadale Rd & Fraser Rd, Banjup","Unsafe or poor pedestrian crossing",0,"Need to cross main road with no pedestrian access in order to get to bus stop. This is the only bus stop for the whole suburb. Need to run across road to get there.",115.8761286736,-32.1310951329
"Tardun","Mullewa-Wubin Rd, Tardun","Narrow road, lanes or bridges",0,"Constant near misses with inattentive ( tourists) during wildflower season. Frequently smashed windscreens from passing vehicle . No opportunity to pass slow traffic",115.7679176331,-28.8058726702
"Midland","Clayton St & Cowie Clos, Bellevue","Little chance to turn/cross traffic",0,"New shops have increased the traffic in this area, drivers take unnecessary risks to exit the street. Car park entry/exit on Clayton street is also very poorly located",116.0160005093,-31.8978722596
"Scarborough (WA)","Brighton Rd & The Esplanade, Scarborough","Poor or confusing signage",0,"At this intersection there are dotted lines on the road but no give way signs. I have witnessed accidents and many near misses.",115.7571217418,-31.8980817592
"Glen Iris (WA)","71-75 Vittoria Rd, Glen Iris","Speed limit too high",1,"3 Schools along this road and speed is way to high, should be 50km/hr",115.6800806522,-33.3428440523
"Shelley (WA)","7, Shelley","Narrow road, lanes or bridges",0,"Road cyclists have to use the footpath to connect roads at each end of Shelley Bridge",115.9006038308,-32.0237318799
"Irishtown (WA)","94 & Northam-Pithara Rd, Irishtown","Confusing layout",0,"Travelling East, traffic needing to turn onto Northam-Pithara Road to go North have to cross traffic. Needs an exit on the left of Great Eastern Highway Bypass for that traffic",116.6797399521,-31.619181919
"Shelley (WA)","7 & Tudor Ave N, Shelley","Confusing layout",2,"People doing U-Turns coming from Marjorie street direction. This makes it dangerous for the people who are turning left from Tudor Ave onto Leach highway as you do not know if a vehicle is going to U-Turn in front of you.",115.8948773146,-32.0266426219
"Eneabba","Indian Ocean Dr, Eneabba","Narrow road, lanes or bridges",1,"",114.9845731258,-29.895415225
"Stirling (WA)","76, Stirling","Area requires lights/roundabout",0,"Exiting the freeway and turning left/eastbound onto Karrinyup Road would greatly benefit from traffic light installation. The combination of poor timing of traffic lights plus poor visibility of traffic coming over the crest of the hill over the freeway at 70km/h is dangerous.",115.8014667034,-31.8823634112
"Booragoon","Marcus Ave & Marmion St, Booragoon","Area requires lights/roundabout",0,"Frequent Car Accidents and near missses",115.8281251788,-32.0389804121
"Como (WA)","26 & Clydesdale St, Como","Lacks median strip/traffic separation",0,"The GPS tells me to turn right at this turn when travelling home to Salter point. However it can catch following traffic unaware because they have just come off the freeway and suddenly the traffic stops in front of you because someone wants to turn right. I think this entrance should be closed off. I had a near miss there some time ago. I was in the left lane and unnaffected by the car in the right that had stopped to turn right. A speeding driver came up fast and just made it through the gap",115.8617949486,-32.0133843529
"Osmington","1985-1985 Jindong-Treeton Rd, Osmington","Narrow road, lanes or bridges",11,"This is a road train route but the corner bend of the road (meters before the intersection) is very sharp and tight. Iv seen a lot of break marks leading to this bend and have heard of heaps of near missed with head on collisions due to no room for two trucks let alone tourist who use this road. Its a matter of time before a majore head on collision or a truck with livestock go threw the house that is occupied. majore livestock transport rout.",115.2029156685,-33.9076791301
"Iluka (WA)","Shenton Ave, Iluka","Area requires lights/roundabout",0,"This roundabout is very dangerous during peak periods and NEEDS to be changed into a set of lights! During peak periods people get frustrated at the long waiting times giving way to their right and some make risky moves when they shouldn�۪t to get a foot in. This makes it dangerous for both motorists and cyclists alike. The other intersections south of here are all light-controlled and they work very well. Please consider this, I have seen many near-misses and I don�۪t even live around here.",115.7381021976,-31.7431772793
"Kaloorup","546-712 Gale Rd, Kaloorup","Narrow road, lanes or bridges",0,"The road is not wide enough for trucks and vehicles to travel at the same time, both have to have wheels on the gravel hard shoulder.  The road has a lot of sand and gravel trucks travelling at 100kmh",115.1984095573,-33.7952867889
"North Jindong","Gibb Rd & North Jindong Rd, Kaloorup","Poor road markings or no edge-lines",0,"There are no lines showing where Payne Road ends at intersection with N Jindong.  There have been accidents here before.  The road is rough approaching intersection too.",115.1898372173,-33.7517924783
"Yallingup","Wyadup Rd, Yallingup","Tight curves or blind crests",0,"Narrow road to popular surf beach. Inexperienced drivers tend to occupy the centre of road forcing other users onto verge. Road edge often damaged with deep ruts. Solution = painted centre lines & Keep Left sign for west bound traffic.",115.0119638443,-33.6934771033
"Bickley","Aldersyde Rd, Bickley","Poor/no pedestrian access/footpath",0,"Road is used as a bypass from Mundaring to Welshpool road & vice versa There is heavy haulage trucks using the road regularly even though it is a 3 km stretch of narrow winding road with no footpath. Cyclists constantly use this section riding in packs & we have been driven off the road on more than one occasion. The weekends are busy & noisy with motorbikes in packs causing a constant battle with cars, cyclists , motorbikes & pedestrians. Locals find it difficult to walk along the road",116.0993421078,-32.0014798405
"Ravensthorpe","12880-12880 Newdegate-Ravensthorpe Rd, Ravensthorpe","Vegetation/objects block visibility",0,"This mine access road has now become a public road, probably permenant. Traffic turning onto Brookton Highway have poor visibility to the North.",120.0096273422,-33.5560946316
"Margaret River (WA)","Caves Rd & Wallcliffe Rd, Margaret River","Confusing layout",6,"Wallcliffe Rd is the 2 nd busiest Rd in Margaret River. Trucks, cars barrel along Caves Rd doing their full 90 ks through this crazy intersection, a speed reduction is a must. 9 out 10 motorists cut the  Corner heading west to the beach, if u r turning right into Caves Rd heading Sth it's madness .A roundabout would solve most dangers. Kind regards Mark Tugwood ",115.0197315216,-33.965999895
"Redgate (WA)","Boodjidup Rd & Caves Rd, Redgate","Vegetation/objects block visibility",0,"Two roads meet at the bottom of two hills. Vehicles turning south down caves road immediatly on to a bridge suddenly have fast moving trucks or tourist buses bearing down on them from around a blind bend. I have lived here for 34 years and have seen many near misses. If the turning vehicle is towing a caravan it's even more dangerous. I have seen trucks skid pass the turning vehicle on the wrong side of the road on a two lane bridge. There needs to be a warning sign north of the intersection.",115.0287807239,-34.011278077
"Waterford (WA)","26 & Centenary Ave, Waterford","Poorly timed traffic light system",1,"Slip lane too small for the amount of traffic leaving the university",115.8988952637,-32.0137073044
"Willetton","Willeri Dr, Parkwood","Other",1,"Speed limit too low. Most drivers doing 70 which is safe and comfortable, but the limit is 60. Posted limit should be raised to 70 to legalize this safer behaviour",115.9044420719,-32.053330722
"Kings Park (WA)","650 Mounts Bay Rd, Perth","Poor road markings or no edge-lines",1,"I ride regularly on this road as I ride too fast to safely ride on the shared path next to the river. I am constantly abused by cars that don't realise I'm riding on the road for the safety of myself and pedestrians on the path. This path needs to be seperated for cyclists and pedestrians.",115.8393502235,-31.9664897347
"Karrakatta","158 Aberdare Rd, Shenton Park","Tight curves or blind crests",1,"Coming from Railway Rd down a hill to this intersection is very dangerous. I often turn right onto Smyth Rd from Aberdare Rd and having to have my right arm out whilst braking on a descent on a bumpy rd is not easy. I often get honked at by cars because I can't leave my arm out long enough as I need to brake and turn.",115.805876255,-31.964441786
"Winthrop","Leach Hwy, Booragoon","Other",0,"Down hill approach to two sets of visible traffic lights which cause visual confussion along with a very heavy traffic load including large numbers of heavy vehicles.  There are rear end collision here most days and tow trucks can be seen waiting around the edges of Booragoon lake every day waiting for the inevitable collisions.",115.8423435688,-32.0460421734
"Applecross","Canning Hwy & Cunningham St, Applecross","Unsafe or poor pedestrian crossing",1,"The morning and afternoon foot and bicycle traffic to and from the High School is dangerous. A well placed footbridge on this location would alleviate that and also  benefit visitations to Wireless Hill from the riverfront recreation areas.",115.8285784721,-32.0251599742
"White Gum Valley","Hope St & Wiluna Ave, White Gum Valley","Poor or no provision for cyclists",2,"Spending cars into a blind intersection, close to schools, confusion on approach blind spots, speed limit too high",115.768037603,-32.0586207897
"Margaret River (WA)","Bussell Hwy, Margaret River","Unsafe or poor pedestrian crossing",10,"",115.0737297535,-33.945522749
"Darling Downs","20 & Eleventh Rd, Wungong","Lacks median strip/traffic separation",1,"Cars are travelling at 90kmph and it is unsafe to pull out onto SW Highway from Eleventh road with the amount of traffic from the increased population in Byford.",116.0156679153,-32.1866362671
"Coolbellup","Belarius St, Coolbellup","Narrow road, lanes or bridges",0,"When turning right from Belarius St onto Malvoilo Rd, it is very narrow. Sometimes you need to let other cars pass before you even start to turn.",115.8077967167,-32.0879786222
"Murdoch","Murdoch Dr & Somerville Blvd, Bateman","Poorly timed traffic light system",0,"Allow vehicles turning right from Murdoch Drive southbound to remove the right turn green light signal to ease congestion when no vehicles are travelling northbound",115.8415818214,-32.0590820365
"Bull Creek (WA)","Karel Ave & Parry Ave, Bull Creek","Poorly timed traffic light system",0,"Allow the right turn green arrow to be removed for both north and southbound lanes to ease congestion, especially since the road visibility is very good and allows safe turning",115.8725237846,-32.05664516
"Leeming","13, Bull Creek","Unsafe or poor pedestrian crossing",0,"Pedetrians and cyclists dangerously cross the road from bus stop to bus stop crossing/jaywalking across South Street. There are crossing opportunities at the designated traffic light intersections at Benningfield Road and Calley Drive. There are numerous times a day (mainly during peak traffic periods) where pedestrians and cyclists have near miss incidents when cutting through traffic.",115.8573397994,-32.065787658
"Capel","3-3 Bussell Hwy, Capel","Narrow road, lanes or bridges",0,"This road is an exemely dangerous road, where multiple accidents have occurred!",115.5345010757,-33.5666620373
"Mount Pleasant (WA)","147 Reynolds Rd, Mount Pleasant","Vehicles travel over the speed limit",1,"Vehicles travel over the speed limit around this roundabout quite quickly. It is a bigger roundabout so people are able to travel quickly",115.8484321833,-32.0292622106
"Mullalyup","20853-20853 South Western Hwy, Mullalyup","Poor road surface quality",0,"There are often vehicles towing trailers that travel over the gazetted speed limits. The poorly maintained road surface makes speeding vehicles more likely to crash or cause a crash. The road between Bunbury and Bridgetown carries more than its fair share of heavy haulage vehicles.getting stuck behind these vehicles can be frustrating for other drivers.",115.9332275391,-33.7380448633
"Hamilton Hill","14 & Leda St, Hamilton Hill","Confusing layout",0,"This intersection and strip of Rockingham road in general is risky. There is a new shopping centre, bus stops, speeding vehicles. Vehicles will be overtaking busses while people are trying to cross the street and also vehicles exiting from the multiple exits from the shopping centre",115.7698997855,-32.0822813948
"O'Connor (WA)","Blamey Pl & Forsyth St, O'connor","Poor road markings or no edge-lines",0,"High Street Ord Street traffic intersection ",115.7883453369,-32.0560995818
"Welshpool (WA)","7 & Welshpool Rd, Welshpool","Vehicles travel over the speed limit",0,"",115.928850174,-31.9943191027
"Wattle Grove (WA)","Lewis Rd & Welshpool Rd E, Wattle Grove","Confusing layout",0,"Turning left onto Lewis road from main road- this junction has been changed from a filter to a give way to the traffic on the right crossing over welshpool road east. Often drivers don�۪t give way or do give way but the drivers on main road wanting to turn onto Lewis road often don�۪t realize that they have right of way- this is a very confusing junction and doesn�۪t promote good flow of traffic.",116.0083132982,-32.004118345
"Iluka (WA)","O'Mara Blvd, Iluka","Vegetation/objects block visibility",0,"Crest, vegetation and cars parked on side of road mean you need to pull out onto the road to see if there is any traffic coming ",115.7267510891,-31.7338064965
"Picton (WA)","Harris Rd, Picton East","Narrow road, lanes or bridges",0,"From the Boyanup-Picton road to Martin-Pelusey Road, semi trailers and trucks that utilise the road to access the industrial businesses along this section of road.  The road is narrow & windy posing a danger for two prime movers and trailers to safely meet.  Cyclists who are able to access this road present an extreme risk where vehicles are required to give a 1 meter berth, add another vehicle/truck coming in the opposite direction on a corner = fatality",115.710593462,-33.3541006429
"Bullsbrook","282-282 Maralla Rd, Bullsbrook","Poor road surface quality",0,"I find the road is very bumpy after road works try to fix Thomas road but usually there are pot holes which get quite large which damage a car before to long",115.9991455078,-31.737511125700014
"Esperance","Harbour Rd & Pink Lake Rd, Nulsen","Other",0,"This road is offset, not straight across, vehicles exiting from both sections of Pink Lake Rd onto Harbour Rd ignore the stop signs & frequently put out in front of cars travelling on Harbour Rd & more dangerously in front of trucks. The speed that some of the vehicles travel on this section of Harbour Rd is frightening.",121.8817663193,-33.8598320076
"Forrestfield","41-61 Cypress Rd, Forrestfield","Vehicles travel over the speed limit",1,"Excessive speeding by most vehicles down this road. Dangerous to everyone that lives & drives on it",115.9944462776,-31.9882042817
"Doubleview","114-116 Sackville Ter, Doubleview","Vehicles travel over the speed limit",0,"When proceeding from Karrinyup to Scarborough Beach Road, traffic always speed on Sackville and get angry if they have to slow down.I call it the Sackville Grand Pix",115.7760849595,-31.8878020537
"Seville Grove","Armadale Rd & Eighth Rd, Armadale","Little chance to turn/cross traffic",3,"Cars trying to turn right from Eighth Rd to on to Armadale road, can sit waiting for either a long time, or they try and cut across traffic. If they stop in the middle most people can not see around the cars turning into eighth Rd and 'gamble' pulling out. Also buses turning right on to Armadale road block the view of traffic for cars turning left on to armadale as they try and 'sneak' out to cross the intersection.",115.9840500355,-32.1471024439
"Sorrento (WA)","204, Sorrento","Poor/no pedestrian access/footpath",0,"There is no safe pedestrian access into the Hillarys Marina. Traffic is often fast moving and impatient around this area.",115.7421416044,-31.8219656282
"Landsdale","20-24 Emmetts Rd, Landsdale","Poor road markings or no edge-lines",0,"Because of inadequate road marking people park cars which is a risk to other road users",115.8751652132,-31.8114973774
"Mirrabooka (WA)","56, Mirrabooka","Distraction issues",1,"When you try to turn to head South you do not know about traffic turning West on Australis Ave,",115.8784219623,-31.859626045
"Lathlain","44-48 Keyes St, Lathlain","Vehicles travel over the speed limit",0,"RAILWAY PARADE MT LAWLEY TO MELTHAM IT IS USED AS A RACE TRACK  WE NEED ISLANDS TO SLOW THE TRAFFIC DOWN I FIND IT ALMOST IMPOSSIBLE TO TURN RIGHT OUT OF MY DRIVEWAY",115.9112548828,-31.9661438621
"Parklands (WA)","140-150 Gordon Rd, Parklands","Unsafe or poor pedestrian crossing",0,"Very scary crossing Manurah Road close to giant roundabout near Mandgoorup entrance into Mandurah from the Freeway",115.7625961304,-32.5088931596
"East Victoria Park","Basinghall St & Devenish St, East Victoria Park","Poor or confusing signage",0,"People ignoring stop signs, people not sure if they have to stop, squealing tyres and honking horns as near misses happen daily. ",115.8963981271,-31.9903631695
"Yanchep","Old Yanchep Rd","Poor road surface quality",0,"",115.6963286127,-31.5599099112
"Kewdale","4, Kewdale","Other",1,"WA drivers do not obey road rules! They constantly cross un-broken lines. I work at Toll Express and ride a motorcycle to work then drive a truck all day. I pass through this on ramp more than once a day. The on ramp is 100 k/hr and there is more than one car, 4x4, truck or anybody crossing that un-broken line. I have had on   more than one occasion where a driver has crossed over and cut me off whilst riding my bike to work. ",115.9831890464,-31.9853901442
"East Victoria Park","Basinghall St & Berwick St, East Victoria Park","Little chance to turn/cross traffic",1,"Impossible to cross Berwick Street during the day as a driver due to heavy traffic. Speeding. Usually have to take a left, then a right down a secondary road to get across Berwick Street.",115.8992090821,-31.9880245617
"East Victoria Park","Berwick St & Esperance St, East Victoria Park","Vegetation/objects block visibility",0,"There is a brick boundary wall blocking visibility. The speed limit (and speeding vehicles) as well as the pitch of the road makes it difficult to safely pull out into traffic.",115.898270309,-31.9874649249
"East Victoria Park","Berwick St & Kent St, East Victoria Park","Little chance to turn/cross traffic",3,"Needs a green arrow to turn right. Otherwise the traffic is banked up and goes nowhere as there is no opportunity to turn right.",115.8961433172,-31.985296869
"Beldon","71, Mullaloo","Poor road markings or no edge-lines",1,"Perth drivers are oblivious to the fact that they cannot change lanes in roundabouts, making it extremely dangerous for those in the left lane heading south.",115.7545119524,-31.7795929713
"Guildford (WA)","51 & Johnson St, Guildford","Poorly timed traffic light system",4,"Constant long tail backs and people losing patience and taking risks when turning right. There needs to be a green arrow for this.",115.9687399864,-31.8993842895
"Bayswater (WA)","15-23 Bassendean Rd, Bayswater","Lacks overtaking opportunities",0,"Trucks and vans unloading with workmen in the roadway makes it difficult to get through.",115.9197950363,-31.9160696203
"Woodlands (WA)","64 & Hale Rd, Churchlands","Poorly timed traffic light system",1,"Green arrow goes off leaving driver to negotiatiate turning right against oncoming traffic.",115.7941174507,-31.9157417718
"Trigg","71, Trigg","Speed limit too high",0,"Speed limit needs to be reduced on west coast hwy for a few hundred metres each side of the Elliott Rd intersection. It�۪s 70km/hr thru the Karrinyup rd & west coast hwy lights heading south and changes to 80 straight after that. The 80 zone should start south of the Elliott rd intersection on west coast hwy as it has heavy school traffic and there have been a few accidents already. Slowing traffic, even by 10km/hr will give people more time to judge when turning onto and off the highway. ",115.7618451118,-31.8763003584
"Floreat","Cromarty Rd & Empire Ave, Floreat","Little chance to turn/cross traffic",1,"Cars turning right from Cromarty onto Empire Ave do so just at the point where Empire splits from one to two lanes. Right turning cars just hope that cars already travelling on Empire will move to the left lane as it is sometimes a long wait to get across and people seem to get frustrated and take a risk.",115.7890212536,-31.9274980542
"Wembley Downs","35-61 Valencia Ave, Churchlands","Vehicles travel over the speed limit",0,"There are many school children in this area yet the roads are not subject to reduced limits as the school is a block over. Cars cut through Valencia continuously and once they go over the one speed bump in the middle of the street speed up for the remainder of the road.",115.7852178812,-31.9212558466
"Belhus","Millhouse Rd & West Swan Rd, Belhus","Area requires lights/roundabout",5,"Risky turning between these two roads",116.0130500793,-31.7822469616
"Eneabba","Geraldton to Leeman","Narrow road, lanes or bridges",1,"On coming traffic over double white lines, car speeding, and overtaking over double white lines",114.9925231934,-29.8141359599
"Norseman","Denison Dr, Norseman","Poor road surface quality",0,"Road condition is so bad from Coolgardie to Norseman",121.7669677734,-32.2081533255
"Baldivis","79-81 Bramall Ter, Baldivis","Vehicles travel over the speed limit",0,"large number of vechicals use the road as a short cut and speed over the limit as shown by a recent survey by Rockingham Council ",115.8135178685,-32.3489120255
"Mariginiup","515-581 Neaves Rd, Mariginiup","Narrow road, lanes or bridges",0,"",115.8697128296,-31.692972769
"Stratton","50 & Lewis Jones Crss, Middle Swan","Little chance to turn/cross traffic",0,"Drivers coming out of Lewis jones cross onto Toodyay road (turning right) are waiting a long time due to traffic coming along Toodyay road in both directions. A round-about would fix this issue.",116.0330271721,-31.8650569177
"Halls Head","4 Sussex Pl, Halls Head","Lacks median strip/traffic separation",0,"have seen/experienced near misses as cars cut corner from Leighton Rd into Shayne St",115.6981265545,-32.5259464821
"Baldivis","Baldivis Rd & Kulija Rd, Baldivis","Area requires lights/roundabout",0,"Because of wait times people get frustrated and make poor decisions when navigating the intersection.",115.8275699615,-32.2915586665
"West Beach (WA)","36-68 Phillips St, West Beach","Vehicles travel over the speed limit",0,"Many vehicles are often travelling over the 50km/hr speed limit.",121.8844270706,-33.8728741661
"Canning Vale","13 & Wilfred Rd, Canning Vale","Other",1,"Traffic can currently turn right into the Caltex petrol station from Wilfred street very close to the intersection with Ranford Road as there is no traffic island. The access to the petrol station is often blocked by cars turning into Ranford road. Often several cars turn right together from Ranford and if the first car stops to turn into the petrol station the other cars will be blocked and left in the intersection facing cars travelling at 70km/hr.",115.909280777,-32.0822109442
"Wanneroo","Elliot Rd & Wanneroo Rd, Wanneroo","Little chance to turn/cross traffic",2,"There are accidents here every other week and it is a very difficult area to get out of. It's just after a speed change sign so it's difficult to judge peoples speeds. A roundabout would be fantastic!",115.8087730408,-31.7626731331
"Woottating","Great Southern Hwy, The Lakes","Speed limit too high",0,"Impatient driver�۪s dangerous overtaking, wildlife, poor visibility (shadows)",116.3495063782,-31.8763914666
"Lake Argyle","Cockburn Rest Area, Lake Argyle","Area requires lights/roundabout",0,"When vehicles are on the Great Northern Highway and turning right onto the Victoria Highway, they do not look or give way to vehicles travelling on the Great Northern Highway to Wyndham.  Trucks do the same and it is an accident waiting to happen!",128.3720764518,-15.8690408704
"Karawara","Kent St, Karawara","Little chance to turn/cross traffic",2,"Attempting to drive onto Kent Street from the shopping centre is very difficult. There is never a chance to get across to the right lane, and often another car will park in the middle with you. ",115.8868110181,-32.0112191839
"Stoneville","3230-3320 Riley Rd, Stoneville","Narrow road, lanes or bridges",0,"Narrow, winding road with very steep curbs, lots of trees either side. Other motorists often speed. Very dangerous at night. Would be terrible for cyclists if the heritage trail wasn't alongside it. ",116.1678171158,-31.8789424596
"Cervantes","60, Cervantes","Lacks overtaking opportunities",0,"drivers overtaking on or after overtaking lanes have or are about to come to an end is a major problem not only on this section of road but any major highway in WA. my personal experience that drivers have not been taught how to drive safely only how to pass a driving test. It is not the road where most of problem is, people need to drive to the conditions & environment. Don`t know why people refer to them as accidents, they are incidents where someone is to blame & it is not usually the road.",115.0860786438,-30.5102165872
"Greenfields","140-140 Teranca Rd, Geogrup","Vehicles travel over the speed limit",0,"This section of Teranca Road carries the majority of traffic within Greenfields and is going past the entry/exit of Teranca Mews Lifestyle Village. It becomes a drag strip for the hoons travelling South from a chickane to the Roundabout, the Residents live in fear of being hit on exiting or entering, or at worst a vehicle crashing through the fence.",115.7620382309,-32.5393742612
"Kelmscott","Albany Hwy & Church St, Kelmscott","Little chance to turn/cross traffic",0,"People dangerously pulling out in front of other cars to cross the road turning right towards Cannington.",116.0173255205,-32.1194580897
"Hilton (WA)","3-17 Paget St, Hilton","Vehicles travel over the speed limit",9,"Following a decision to block traffic from turning right from Paget Street onto South Street this local road is being used both by delivery vehicles and speeding drivers. Speeds witnessed have been frightening and excessive.",115.7811918855,-32.0641647154
"Ludlow","3604-3604 Bussell Hwy, Ludlow","Lacks overtaking opportunities",0,"I have been commuting from Busselton to Bunbury every work day for 6 years on Bussell Highway. The road should be dual carriage to handle the amount of traffic that travels on this road not only on a daily basis, but also at peak times (weekends, holidays). Too many accidents are occuring on this single lane highway.",115.4829597473,-33.6144137926
"Hilton (WA)","1-17 Nicholas Cres, Hilton","Vehicles travel over the speed limit",0,"People speed between the Grigg Place & Paget Street intersections of Nicholas Crescent Hilton. Many children live on the street & it is very dangerous",115.7837012701,-32.0702011796
"Stratham","1882-1932 Bussell Hwy, Stratham","Poor road surface quality",0,"The north bound lanes of this section of Bussell Highway is rough, with top level of blue metal worn away in large sections, and uneven surface also through this area.",115.5778884888,-33.4999280229
